cust_number,clear_date,due_in_date,total_open_amount,cust_payment_terms,Delay,Weekday,cust_number_mean,cust_pt_mean,due_m,create_m,Aging bucket
0200769623,2020-04-15,2020-04-15,2373.96,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200769623,2020-03-29,2020-03-29,17962.53,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200743996,2020-05-20,2020-05-20,20511.37,NAGD,0,0,-3.0588235294117645,-11.340659340659341,5,3,0-15 days
0200148860,2020-04-11,2020-04-11,79568.96,NAA8,0,4,-5.317073170731708,1.3544147208906758,4,3,0-15 days
0200769623,2020-04-10,2020-04-10,63616.34,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200881076,2020-03-17,2020-03-17,119374.18,NAA8,0,0,0.8732394366197183,1.3544147208906758,3,3,0-15 days
0200769623,2020-05-23,2020-05-23,32227.4,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
0200719526,2020-04-01,2020-04-01,8831.31,NAA8,0,1,-2.6363636363636362,1.3544147208906758,4,3,0-15 days
0200769623,2020-03-29,2020-03-29,6532.6,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
200769623,2020-04-22,2020-04-22,14808.97,NAH4,0,1,-2.2663817663817665,-1.7752659574468086,4,4,0-15 days
0200705742,2020-05-06,2020-05-06,7056.12,NAAW,0,3,-7.0807692307692305,-15.473333333333333,5,4,0-15 days
0200769623,2020-05-15,2020-05-15,1898.9,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200755701,2020-04-06,2020-04-06,117645.39,NAA8,0,6,0.14285714285714285,1.3544147208906758,4,3,0-15 days
0140105847,2020-05-06,2020-05-06,72332.66,CA10,0,6,5.914529914529915,6.328484848484848,5,4,0-15 days
0200726979,2020-03-23,2020-03-23,429.11,NAA8,0,6,0.9880952380952381,1.3544147208906758,3,3,0-15 days
0200769623,2020-05-14,2020-05-14,4386.29,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200769623,2020-05-05,2020-05-05,34892.24,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200762301,2020-05-26,2020-05-26,1398.45,NAGD,0,6,0.281648675171737,-11.340659340659341,5,3,0-15 days
0200253680,2020-03-13,2020-03-13,45400.0,NAA8,0,3,1.1666666666666667,1.3544147208906758,3,2,0-15 days
0200769623,2020-04-19,2020-04-19,19985.15,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200353024,2020-04-26,2020-04-26,4496.34,NAM2,0,3,1.420071105365223,1.420071105365223,4,4,0-15 days
0200729290,2020-05-10,2020-05-10,71162.17,NAA8,0,5,1.1041666666666667,1.3544147208906758,5,4,0-15 days
0200744019,2020-05-03,2020-05-03,13031.59,NAA8,0,5,3.198996655518395,1.3544147208906758,5,4,0-15 days
0200769623,2020-04-15,2020-04-15,23456.6,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200744019,2020-04-29,2020-04-29,7842.98,NAA8,0,1,3.198996655518395,1.3544147208906758,4,4,0-15 days
0140105847,2020-03-30,2020-03-30,3637.5,CA10,0,4,5.914529914529915,6.328484848484848,3,3,0-15 days
0200762301,2020-04-24,2020-04-24,16674.15,NAC6,0,3,0.281648675171737,0.6570702794242168,4,4,0-15 days
0200779906,2020-03-18,2020-03-18,87688.96,NAA8,0,1,0.7419354838709677,1.3544147208906758,3,3,0-15 days
0200705742,2020-04-01,2020-04-01,244.9,NAAW,0,3,-7.0807692307692305,-15.473333333333333,4,2,0-15 days
0200769623,2020-04-14,2020-04-14,19495.48,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200555117,2020-05-17,2020-05-17,60951.55,NAA8,0,5,2.522727272727273,1.3544147208906758,5,5,0-15 days
0200769623,2020-04-11,2020-04-11,3797.1,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200706844,2020-04-09,2020-04-09,40483.47,NAA8,0,2,0.20973782771535582,1.3544147208906758,4,3,0-15 days
0140104340,2020-03-12,2020-03-12,877.75,CA10,0,5,3.328125,6.328484848484848,3,2,0-15 days
0200769623,2020-05-18,2020-05-18,19790.63,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
0200769623,2020-04-03,2020-04-03,30414.69,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200353024,2020-04-26,2020-04-26,13899.06,NAM2,0,2,1.420071105365223,1.420071105365223,4,4,0-15 days
0200769623,2020-03-19,2020-03-19,6532.6,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200769623,2020-05-04,2020-05-04,1553.16,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
CCU013,2020-03-03,2020-03-03,21222.0,NAX2,0,1,44.602536997885835,45.639583333333334,3,3,0-15 days
0200706844,2020-03-27,2020-03-27,63111.76,NAA8,0,3,0.20973782771535582,1.3544147208906758,3,3,0-15 days
0200743129,2020-04-25,2020-04-25,122322.52,NAA8,0,4,-3.130434782608696,1.3544147208906758,4,4,0-15 days
0200543982,2020-04-07,2020-04-07,67783.46,NAA8,0,0,-6.666666666666667,1.3544147208906758,4,3,0-15 days
0200769623,2020-04-05,2020-04-05,15242.1,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200769623,2020-03-24,2020-03-24,26491.15,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200803720,2020-04-24,2020-04-24,288.96,NAM4,0,4,1.420071105365223,1.420071105365223,4,4,0-15 days
0200739006,2020-04-14,2020-04-14,57434.54,NAA8,0,0,-0.4177215189873418,1.3544147208906758,4,3,0-15 days
0200020431,2020-04-08,2020-04-08,25202.48,NAM1,0,3,4.0,1.420071105365223,4,4,0-15 days
0200762301,2020-04-22,2020-04-22,20925.91,NAC6,0,1,0.281648675171737,0.6570702794242168,4,4,0-15 days
0200772670,2020-04-19,2020-04-19,148760.55,NAU5,0,5,2.0064935064935066,2.1217532467532467,4,4,0-15 days
0200771157,2020-03-20,2020-03-20,17007.91,NAA8,0,3,0.6538461538461539,1.3544147208906758,3,3,0-15 days
0200761734,2020-03-30,2020-03-30,14885.21,NAA8,0,6,-2.7335907335907335,1.3544147208906758,3,3,0-15 days
0200769623,2020-04-24,2020-04-24,29299.16,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200780825,2020-04-04,2020-04-04,604.23,NAA8,0,4,1.6666666666666667,1.3544147208906758,4,3,0-15 days
200610381,2020-05-19,2020-05-19,11383.45,NAA8,0,0,1.420071105365223,1.3544147208906758,5,5,0-15 days
0200769623,2020-03-17,2020-03-17,63964.58,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200769623,2020-03-19,2020-03-19,15835.28,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200759878,2020-04-26,2020-04-26,26060.1,NAH4,0,5,1.3376777251184835,-1.7752659574468086,4,4,0-15 days
0200769623,2020-05-16,2020-05-16,471.56,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
0200418007,2020-04-03,2020-04-03,10349.36,NAA8,0,3,-1.977591036414566,1.3544147208906758,4,3,0-15 days
0200148860,2020-04-06,2020-04-06,83384.32,NAA8,0,6,-5.317073170731708,1.3544147208906758,4,3,0-15 days
0200769623,2020-05-02,2020-05-02,67785.75,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200418007,2020-04-19,2020-04-19,22394.88,NAA8,0,5,-1.977591036414566,1.3544147208906758,4,4,0-15 days
0200580232,2020-03-14,2020-03-14,40652.5,NA10,0,2,-1.7407407407407407,3.743682310469314,3,3,0-15 days
0200769623,2020-04-15,2020-04-15,20355.41,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200783609,2020-05-06,2020-05-06,22173.76,NAA8,0,1,1.9375,1.3544147208906758,5,4,0-15 days
0200769623,2020-05-11,2020-05-11,2352.97,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200750051,2020-04-29,2020-04-29,54570.18,NAA8,0,1,0.7647058823529411,1.3544147208906758,4,4,0-15 days
0200875006,2020-04-25,2020-04-25,123391.66,NAA8,0,4,0.8,1.3544147208906758,4,4,0-15 days
0200769623,2020-03-25,2020-03-25,15080.64,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200592182,2020-03-26,2020-03-26,8407.23,NAM2,0,1,1.420071105365223,1.420071105365223,3,4,0-15 days
0200762301,2020-04-10,2020-04-10,127524.74,NAC6,0,3,0.281648675171737,0.6570702794242168,4,3,0-15 days
0200769623,2020-05-03,2020-05-03,12357.06,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200803720,2020-05-09,2020-05-09,2211.44,NAM4,0,4,1.420071105365223,1.420071105365223,5,4,0-15 days
0200769623,2020-04-30,2020-04-30,11536.42,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200706844,2020-04-24,2020-04-24,11218.41,NAA8,0,3,0.20973782771535582,1.3544147208906758,4,4,0-15 days
0200769623,2020-03-27,2020-03-27,1356.55,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0140105847,2020-04-05,2020-04-05,33337.24,CA10,0,3,5.914529914529915,6.328484848484848,4,3,0-15 days
0200769623,2020-04-01,2020-04-01,7454.23,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200744019,2020-03-14,2020-03-14,38423.56,NAA8,0,4,3.198996655518395,1.3544147208906758,3,2,0-15 days
0200722444,2020-04-09,2020-04-09,30321.26,NAA8,0,2,-0.3448275862068966,1.3544147208906758,4,3,0-15 days
0200769623,2020-05-07,2020-05-07,7681.66,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200705372,2020-03-27,2020-03-27,40206.35,NAA8,0,3,0.7162162162162162,1.3544147208906758,3,3,0-15 days
0200744019,2020-04-21,2020-04-21,16210.29,NAA8,0,0,3.198996655518395,1.3544147208906758,4,4,0-15 days
0200077943,2020-04-15,2020-04-15,71248.8,NAA8,0,1,-3.0,1.3544147208906758,4,3,0-15 days
0100043892,2020-04-04,2020-04-04,16493.61,NAA8,0,4,-1.0,1.3544147208906758,4,3,0-15 days
0140106408,2020-04-08,2020-04-08,46809.67,CA10,0,6,9.36624203821656,6.328484848484848,4,3,0-15 days
0200769623,2020-05-02,2020-05-02,7021.71,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200126819,2020-05-21,2020-05-21,12305.52,NAA8,0,2,0.43902439024390244,1.3544147208906758,5,5,0-15 days
0200726979,2020-03-24,2020-03-24,284.89,NAA8,0,0,0.9880952380952381,1.3544147208906758,3,3,0-15 days
0200519201,2020-05-18,2020-05-18,8171.2,NAGD,0,5,2.6,-11.340659340659341,5,3,0-15 days
0200803720,2020-04-08,2020-04-08,33.24,NAM4,0,2,1.420071105365223,1.420071105365223,4,3,0-15 days
0200759878,2020-05-21,2020-05-21,48319.9,NAH4,0,2,1.3376777251184835,-1.7752659574468086,5,5,0-15 days
0200769623,2020-05-02,2020-05-02,58852.49,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0140104409,2020-05-17,2020-05-17,78623.46,CA10,0,1,2.2680722891566263,6.328484848484848,5,5,0-15 days
200739006,2020-05-02,2020-05-02,30264.15,NAA8,0,4,1.420071105365223,1.3544147208906758,5,4,0-15 days
0200337148,2020-05-20,2020-05-20,57496.21,NAA8,0,1,-0.1,1.3544147208906758,5,5,0-15 days
0200762301,2020-04-12,2020-04-12,1583.54,NAC6,0,5,0.281648675171737,0.6570702794242168,4,3,0-15 days
0200769623,2020-03-21,2020-03-21,51266.24,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200769623,2020-05-22,2020-05-22,14465.31,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
0200418007,2020-05-03,2020-05-03,15018.35,NAA8,0,5,-1.977591036414566,1.3544147208906758,5,4,0-15 days
0200759878,2020-04-20,2020-04-20,44497.17,NAH4,0,6,1.3376777251184835,-1.7752659574468086,4,4,0-15 days
0200750051,2020-04-23,2020-04-23,44692.01,NAA8,0,2,0.7647058823529411,1.3544147208906758,4,4,0-15 days
0100031704,2020-05-04,2020-05-04,111215.56,NAA8,0,6,0.9877049180327869,1.3544147208906758,5,4,0-15 days
0200793568,2020-03-27,2020-03-27,123792.61,NAA8,0,3,0.6987951807228916,1.3544147208906758,3,3,0-15 days
0200769623,2020-04-05,2020-04-05,38843.36,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200761734,2020-04-10,2020-04-10,83095.78,NAA8,0,3,-2.7335907335907335,1.3544147208906758,4,3,0-15 days
0140104429,2020-05-01,2020-05-01,76506.18,CA10,0,0,3.5583941605839415,6.328484848484848,5,4,0-15 days
0100031704,2020-03-19,2020-03-19,29814.14,NAA8,0,2,0.9877049180327869,1.3544147208906758,3,3,0-15 days
0200769623,2020-04-18,2020-04-18,629.67,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200769623,2020-03-28,2020-03-28,847.67,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200749782,2020-04-01,2020-04-01,39850.9,NAA8,0,1,0.6046511627906976,1.3544147208906758,4,3,0-15 days
0100044041,2020-05-09,2020-05-09,261.52,NAM4,0,1,1.420071105365223,1.420071105365223,5,4,0-15 days
0200002965,2020-05-11,2020-05-11,86954.82,NAM2,0,2,1.420071105365223,1.420071105365223,5,5,0-15 days
0200418007,2020-04-11,2020-04-11,4537.66,NAA8,0,4,-1.977591036414566,1.3544147208906758,4,3,0-15 days
200754278,2020-04-17,2020-04-17,11040.96,NA32,0,0,1.420071105365223,-3.4711729622266403,4,3,0-15 days
0200769623,2020-04-28,2020-04-28,1329.23,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200769623,2020-04-19,2020-04-19,9711.46,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0140106293,2020-04-18,2020-04-18,61072.72,CA10,0,1,1.2,6.328484848484848,4,3,0-15 days
0200769623,2020-04-14,2020-04-14,661.11,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200794332,2020-04-16,2020-04-16,2036.05,NAAX,0,2,-0.2018348623853211,0.07539682539682539,4,4,0-15 days
0100008001,2020-04-27,2020-04-27,27798.4,NAD1,0,1,-4.916666666666667,0.27672955974842767,4,4,0-15 days
0100031704,2020-06-23,2020-06-23,6809.48,NAGD,0,6,0.9877049180327869,-11.340659340659341,6,4,0-15 days
0200769623,2020-04-02,2020-04-02,48999.66,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200759878,2020-03-27,2020-03-27,30755.39,NAH4,0,3,1.3376777251184835,-1.7752659574468086,3,3,0-15 days
0200726979,2020-05-04,2020-05-04,253.84,NAA8,0,6,0.9880952380952381,1.3544147208906758,5,4,0-15 days
0200721222,2020-04-01,2020-04-01,20452.58,NAA8,0,1,3.0,1.3544147208906758,4,3,0-15 days
0200759878,2020-04-10,2020-04-10,7769.5,NAH4,0,3,1.3376777251184835,-1.7752659574468086,4,3,0-15 days
0140104429,2020-04-25,2020-04-25,55879.62,CA10,0,0,3.5583941605839415,6.328484848484848,4,4,0-15 days
0200769623,2020-05-12,2020-05-12,12219.74,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200706844,2020-04-30,2020-04-30,10778.03,NAA8,0,2,0.20973782771535582,1.3544147208906758,4,4,0-15 days
0200782669,2020-05-14,2020-05-14,2658.5,NAA8,0,2,-0.23655913978494625,1.3544147208906758,5,4,0-15 days
0200781803,2020-03-27,2020-03-27,11704.62,NAA8,0,3,0.5412844036697247,1.3544147208906758,3,3,0-15 days
0200769623,2020-04-13,2020-04-13,4696.19,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0100001196,2020-04-07,2020-04-07,1757.86,NAA8,0,0,1.3833333333333333,1.3544147208906758,4,3,0-15 days
0200769623,2020-03-16,2020-03-16,1898.9,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200793568,2020-03-25,2020-03-25,27737.45,NAA8,0,1,0.6987951807228916,1.3544147208906758,3,3,0-15 days
0100031704,2020-03-26,2020-03-26,107827.9,NAA8,0,2,0.9877049180327869,1.3544147208906758,3,3,0-15 days
0200148860,2020-03-25,2020-03-25,44823.55,NAA8,0,1,-5.317073170731708,1.3544147208906758,3,3,0-15 days
0200769623,2020-04-12,2020-04-12,11432.43,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200803720,2020-05-09,2020-05-09,2063.74,NAM4,0,3,1.420071105365223,1.420071105365223,5,4,0-15 days
0200769623,2020-04-27,2020-04-27,72724.14,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200744019,2020-05-13,2020-05-13,4493.55,NAA8,0,1,3.198996655518395,1.3544147208906758,5,4,0-15 days
0200762301,2020-05-21,2020-05-21,47365.43,NAC6,0,2,0.281648675171737,0.6570702794242168,5,5,0-15 days
0200396637,2020-04-01,2020-04-01,49983.12,NAD5,0,0,-5.909090909090909,8.409090909090908,4,3,0-15 days
0200707822,2020-04-25,2020-04-25,145756.44,NAA8,0,4,0.8558139534883721,1.3544147208906758,4,4,0-15 days
0200759878,2020-04-04,2020-04-04,19233.49,NAH4,0,4,1.3376777251184835,-1.7752659574468086,4,3,0-15 days
0200769623,2020-04-14,2020-04-14,40975.57,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200769623,2020-03-28,2020-03-28,57263.06,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
0200769623,2020-04-20,2020-04-20,838.95,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
200794332,2020-04-03,2020-04-03,12610.49,NAAX,0,3,-1.968503937007874,0.07539682539682539,4,3,0-15 days
0200762301,2020-04-17,2020-04-17,103684.48,NAC6,0,3,0.281648675171737,0.6570702794242168,4,4,0-15 days
0200721222,2020-05-16,2020-05-16,21065.07,NAGD,0,3,3.0,-11.340659340659341,5,3,0-15 days
0200769623,2020-04-25,2020-04-25,9864.13,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200769623,2020-05-12,2020-05-12,42342.98,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200769623,2020-03-14,2020-03-14,92.81,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,3,2,0-15 days
0200782249,2020-04-11,2020-04-11,49164.25,NAA8,0,4,-0.3333333333333333,1.3544147208906758,4,3,0-15 days
0200707822,2020-05-14,2020-05-14,73068.66,NAA8,0,2,0.8558139534883721,1.3544147208906758,5,4,0-15 days
0200230690,2020-03-24,2020-03-24,136.92,NAM4,0,0,6.0,1.420071105365223,3,3,0-15 days
0200769623,2020-04-21,2020-04-21,55006.54,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200772595,2020-05-20,2020-05-20,6797.12,NAGD,0,0,0.8494623655913979,-11.340659340659341,5,3,0-15 days
0140104409,2020-05-14,2020-05-14,89940.34,CA10,0,0,2.2680722891566263,6.328484848484848,5,4,0-15 days
0200762301,2020-05-18,2020-05-18,69419.1,NAC6,0,6,0.281648675171737,0.6570702794242168,5,5,0-15 days
0140104409,2020-03-26,2020-03-26,156076.53,CA10,0,0,2.2680722891566263,6.328484848484848,3,3,0-15 days
0200769623,2020-04-16,2020-04-16,85915.93,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200769623,2020-05-03,2020-05-03,1322.22,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200793568,2020-03-20,2020-03-20,153326.86,NAA8,0,3,0.6987951807228916,1.3544147208906758,3,3,0-15 days
0200769623,2020-04-04,2020-04-04,55187.49,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200769623,2020-04-27,2020-04-27,4644.82,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200795490,2020-05-06,2020-05-06,122145.51,NAA8,0,1,3.4464285714285716,1.3544147208906758,5,4,0-15 days
0200769623,2020-04-19,2020-04-19,11309.07,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200772670,2020-04-23,2020-04-23,10339.76,NAU5,0,2,2.0064935064935066,2.1217532467532467,4,4,0-15 days
0200148860,2020-06-11,2020-06-11,13954.84,NAGD,0,1,-5.317073170731708,-11.340659340659341,6,4,0-15 days
0200761734,2020-05-09,2020-05-09,61522.99,NAA8,0,4,-2.7335907335907335,1.3544147208906758,5,4,0-15 days
0200769623,2020-05-18,2020-05-18,26698.49,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
200772670,2020-04-10,2020-04-10,2436.94,NAU5,0,3,2.8461538461538463,2.1217532467532467,4,3,0-15 days
0200881076,2020-03-22,2020-03-22,16836.25,NAA8,0,5,0.8732394366197183,1.3544147208906758,3,3,0-15 days
0200749225,2020-04-26,2020-04-26,4582.2,NAA8,0,5,2.825,1.3544147208906758,4,4,0-15 days
0200744019,2020-04-21,2020-04-21,2484.22,NAA8,0,0,3.198996655518395,1.3544147208906758,4,4,0-15 days
0200799367,2020-04-24,2020-04-24,45770.07,NAA8,0,3,2.8860759493670884,1.3544147208906758,4,4,0-15 days
0140106372,2020-03-29,2020-03-29,64044.61,CA10,0,1,1.826086956521739,6.328484848484848,3,3,0-15 days
0200020431,2020-05-09,2020-05-09,66.48,NAM4,0,3,4.0,1.420071105365223,5,4,0-15 days
200769623,2020-05-23,2020-05-23,25326.96,NAH4,0,4,-2.2663817663817665,-1.7752659574468086,5,5,0-15 days
0140104429,2020-04-17,2020-04-17,75417.07,CA10,0,6,3.5583941605839415,6.328484848484848,4,4,0-15 days
0200726979,2020-04-15,2020-04-15,448.46,NAA8,0,1,0.9880952380952381,1.3544147208906758,4,3,0-15 days
0200353024,2020-03-23,2020-03-23,32536.31,NAM1,0,1,1.420071105365223,1.420071105365223,3,3,0-15 days
0200781803,2020-04-06,2020-04-06,529.88,NAD1,0,1,0.5412844036697247,0.27672955974842767,4,3,0-15 days
0200762301,2020-03-27,2020-03-27,147911.66,NAC6,0,3,0.281648675171737,0.6570702794242168,3,3,0-15 days
0200769623,2020-05-09,2020-05-09,943.12,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200769623,2020-05-15,2020-05-15,6532.6,NAH4,0,3,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
140106408,2020-05-09,2020-05-09,20159.99,CA10,0,2,10.31578947368421,6.328484848484848,5,4,0-15 days
0200769623,2020-04-05,2020-04-05,13523.81,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200418007,2020-05-12,2020-05-12,6082.56,NAA8,0,0,-1.977591036414566,1.3544147208906758,5,4,0-15 days
0140106408,2020-03-30,2020-03-30,27857.22,CA10,0,3,9.36624203821656,6.328484848484848,3,3,0-15 days
200769623,2020-05-27,2020-05-27,12634.27,NAH4,0,1,-2.2663817663817665,-1.7752659574468086,5,5,0-15 days
0200673194,2020-05-02,2020-05-02,35637.68,NAA8,0,4,4.555555555555555,1.3544147208906758,5,4,0-15 days
0200739534,2020-04-28,2020-04-28,50254.09,NAA8,0,0,1.0491803278688525,1.3544147208906758,4,4,0-15 days
0200769623,2020-04-08,2020-04-08,1898.2,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200743123,2020-03-29,2020-03-29,19008.18,NAA8,0,5,0.44594594594594594,1.3544147208906758,3,3,0-15 days
0200816950,2020-05-10,2020-05-10,29233.82,NA38,0,4,2.625,2.6296296296296298,5,4,0-15 days
0200760666,2020-03-19,2020-03-19,9322.91,NAA8,0,2,2.3333333333333335,1.3544147208906758,3,3,0-15 days
0200769623,2020-04-22,2020-04-22,5601.67,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200769623,2020-05-21,2020-05-21,35047.48,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
0140106408,2020-04-02,2020-04-02,18723.86,CA10,0,0,9.36624203821656,6.328484848484848,4,3,0-15 days
0200762950,2020-04-17,2020-04-17,85394.59,NAA8,0,3,-0.16666666666666666,1.3544147208906758,4,4,0-15 days
0140104240,2020-04-29,2020-04-29,146227.81,CA10,0,5,-1.0,6.328484848484848,4,4,0-15 days
0200769623,2020-04-06,2020-04-06,18808.66,NAH4,0,6,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200769623,2020-05-23,2020-05-23,13412.05,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
0200769623,2020-05-23,2020-05-23,13891.09,NAH4,0,4,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
CCU013,2020-03-18,2020-03-18,11970.78,NAX2,0,2,44.602536997885835,45.639583333333334,3,3,0-15 days
0200769623,2020-05-19,2020-05-19,1898.9,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
0200712105,2020-05-06,2020-05-06,138783.82,NAA8,0,1,5.794117647058823,1.3544147208906758,5,4,0-15 days
200772670,2020-04-09,2020-04-09,83364.06,NAU5,0,2,2.8461538461538463,2.1217532467532467,4,3,0-15 days
0140106421,2020-03-20,2020-03-20,13130.0,CA10,0,0,1.420071105365223,6.328484848484848,3,3,0-15 days
0200416837,2020-05-09,2020-05-09,4102.2,NAM4,0,2,1.420071105365223,1.420071105365223,5,4,0-15 days
0200732755,2020-04-22,2020-04-22,28227.05,NAA8,0,1,0.734375,1.3544147208906758,4,4,0-15 days
0200769623,2020-04-21,2020-04-21,1991.84,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,4,4,0-15 days
0200769623,2020-05-06,2020-05-06,4686.88,NAH4,0,1,-2.1254432624113475,-1.7752659574468086,5,4,0-15 days
0200705742,2020-06-01,2020-06-01,16449.54,NAAW,0,1,-7.0807692307692305,-15.473333333333333,6,4,0-15 days
0200020431,2020-04-23,2020-04-23,1636.16,NAM1,0,3,4.0,1.420071105365223,4,4,0-15 days
0200769623,2020-05-21,2020-05-21,63627.63,NAH4,0,2,-2.1254432624113475,-1.7752659574468086,5,5,0-15 days
0200803720,2020-03-23,2020-03-23,3973.14,NAM1,0,2,1.420071105365223,1.420071105365223,3,3,0-15 days
0200704858,2020-03-31,2020-03-31,18568.24,NAA8,0,0,-1.8121827411167513,1.3544147208906758,3,3,0-15 days
0200769623,2020-04-05,2020-04-05,62240.41,NAH4,0,5,-2.1254432624113475,-1.7752659574468086,4,3,0-15 days
0200353024,2020-05-09,2020-05-09,2409.68,NAM4,0,2,1.420071105365223,1.420071105365223,5,4,0-15 days
0200780383,2020-04-17,2020-04-17,82118.26,NAA8,0,3,1.4654654654654655,1.3544147208906758,4,4,0-15 days
0200704045,2020-04-01,2020-04-01,16224.22,NAA8,0,1,0.4954128440366973,1.3544147208906758,4,3,0-15 days
0200769623,2020-03-17,2020-03-17,4907.79,NAH4,0,0,-2.1254432624113475,-1.7752659574468086,3,3,0-15 days
